"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
homemade-delights-gato-adulto-salmon-y-zanahoria-c0jjr;"HOMEMADE DELIGHTS GATO ADULTO SALMON Y ZANAHORIA";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Homemade Delights";Presentación;"1.5 kg";;;;;20,300.00;;1.50;0.00;0.00;0.00;0;900090;;SI;NO;"<p><span style=""color: #0a0a0a; font-family: 'Google Sans', Roboto, Arial, sans-serif; font-size: 16px; background-color: #ffffff;"">Es una opci&oacute;n de alimento balanceado, seco o h&uacute;medo, para gatos adultos que busca ofrecer una dieta nutritiva y saludable utilizando ingredientes naturales.</span></p>
<ul class=""KsbFXc U6u95"" style=""margin: 16px 0px; padding: 0px; font-family: 'Google Sans', Roboto, Arial, sans-serif; font-size: 16px; line-height: 24px; padding-inline-start: 16px; color: #0a0a0a; background-color: #ffffff;"" data-processed=""true"" data-complete=""true"">
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQAw"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Ingredientes clave</span>: Salm&oacute;n y zanahoria. El salm&oacute;n es una excelente fuente de prote&iacute;nas y &aacute;cidos grasos Omega-3, beneficiosos para la piel, el pelaje, la visi&oacute;n y la salud articular del gato. Las zanahorias aportan vitaminas, minerales y fibra.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQBA"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Filosof&iacute;a de la marca</span>: La marca se centra en crear recetas ""naturales, nutritivas y con sabores &uacute;nicos"", combinando carnes, frutas y verduras de alta calidad.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAYQAA"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Saludable y nutritivo</span>: Formulado para proporcionar una dieta equilibrada para gatos adultos.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAYQAQ"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Mejora de piel y pelaje</span>: Gracias a los &aacute;cidos grasos Omega-3 del salm&oacute;n.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAYQAg"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Buena digesti&oacute;n</span>: La fibra de las zanahorias puede ayudar a regular el tr&aacute;nsito intestinal.</span><span class=""uJ19be notranslate"" data-wiz-uids=""jhx3xd_1y,jhx3xd_1z,jhx3xd_20"" data-complete=""true""><span class=""vKEkVd"" style=""text-wrap-mode: nowrap; position: relative;"" data-animation-atomic="""" data-sae="""">&nbsp;</span></span></li>
</ul>";;;;;SI;;;;
homemade-delights-gato-adulto-salmon-y-zanahoria-c0jjr;;;Presentación;"3 kg";;;;;31,400.00;;3.00;0.00;0.00;0.00;0;900091;;;;;;;;;;;;;
homemade-delights-perro-adulto-cordero-y-manzana-zciqx;"HOMEMADE DELIGHTS PERRO ADULTO CORDERO Y MANZANA";"Perros > Alimentos balanceados > ALIMENTOS SECOS > HOMEMADE DELIGTHS";Presentación;"2 kg";;;;;18,400.00;;2.00;0.00;0.00;0.00;0;900088;;SI;NO;"<div class=""Y3BBE"" style=""font-family: 'Google Sans', Roboto, Arial, sans-serif; font-size: 16px; line-height: 24px; overflow-wrap: break-word; margin: 16px 0px; color: #0a0a0a; background-color: #ffffff;"" data-sfc-cp="""" data-hveid=""CAIQAA"" data-complete=""true"" data-processed=""true"">Es un alimento ultra premium natural que combina prote&iacute;nas de cordero con manzana para una nutrici&oacute;n completa y un sabor atractivo.<span class=""uJ19be notranslate"" data-wiz-uids=""mz9hRe_f,mz9hRe_g,mz9hRe_h"" data-complete=""true"" data-processed=""true""><span class=""vKEkVd"" style=""text-wrap-mode: nowrap; position: relative;"" data-animation-atomic="""" data-sae="""">&nbsp;<button class=""rBl3me"" style=""margin: 0px 6px 0px 0px; background: none 0% 0% / auto repeat scroll padding-box border-box #e9ebf0; border-radius: 10px; height: 20px; padding: 0px; width: 20px; outline: 0px; cursor: pointer; border: initial none initial;"" tabindex=""0"" data-amic=""true"" data-icl-uuid=""81ab1de3-20b1-443a-8218-f9a050cf1043"" aria-label=""Ver enlaces relacionados"" data-wiz-attrbind=""disabled=mz9hRe_f_C5gNJc;class=mz9hRe_f_UpSNec;"" data-ved=""2ahUKEwjBosDVt5KRAxVkp5UCHUG7E7wQye0OegQIAhAC""></button></span></span></div>
<div class=""otQkpb"" style=""color: #0a0a0a; font-family: 'Google Sans', Roboto, Arial, sans-serif; font-size: 20px; line-height: 28px; font-weight: 600; margin: 30px 0px 16px; background-color: #ffffff;"" role=""heading"" aria-level=""3"" data-animation-nesting="""" data-sfc-cp="""" data-processed=""true"" data-sae="""" data-complete=""true"">Caracter&iacute;sticas principales<button class=""rBl3me"" style=""margin: 0px 6px 0px 0px; background: none 0% 0% / auto repeat scroll padding-box border-box #e9ebf0; border-radius: 10px; height: 20px; padding: 0px; width: 20px; outline: 0px; cursor: pointer; border: initial none initial;"" tabindex=""0"" data-amic=""true"" data-icl-uuid=""0ffd235f-02d8-4fc2-b4ae-8796082611b4"" aria-label=""Ver enlaces relacionados"" data-wiz-attrbind=""disabled=mz9hRe_o_C5gNJc;class=mz9hRe_o_UpSNec;"" data-ved=""2ahUKEwjBosDVt5KRAxVkp5UCHUG7E7wQye0OegQIAxAA""></button></div>
<ul class=""KsbFXc U6u95"" style=""margin: 16px 0px; padding: 0px; font-family: 'Google Sans', Roboto, Arial, sans-serif; font-size: 16px; line-height: 24px; padding-inline-start: 16px; color: #0a0a0a; background-color: #ffffff;"" data-complete=""true"" data-processed=""true"">
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQAA"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Perfil nutricional:</span>&nbsp;Contiene un 28% de prote&iacute;na bruta para mantener la salud muscular y la energ&iacute;a.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQAQ"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Ingredientes naturales:</span>&nbsp;Est&aacute; elaborado con ingredientes frescos y naturales, incluyendo un 80% de prote&iacute;nas de cordero y un 20% de semillas, vegetales, fibras, vitaminas y minerales.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQAg"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Beneficios:</span>&nbsp;La f&oacute;rmula est&aacute; dise&ntilde;ada para promover una piel saludable, un pelaje brillante y la vitalidad general del perro, adem&aacute;s de ser apta para perros con sensibilidades alimentarias.</span></li>
</ul>";;;;;SI;;;;
homemade-delights-perro-adulto-cordero-y-manzana-zciqx;;;Presentación;"9 kg";;;;;61,200.00;;9.00;0.00;0.00;0.00;0;900089;;;;;;;;;;;;;
nilodor-neutralizante-de-olores-x-15ml-4asj5;"NILODOR NEUTRALIZANTE DE OLORES X 15ML";"Perros > Accesorios, Perros > Salud\, Higiene y Estética, Gatos > Accesorios , Gatos > Salud\, Higiene y Estética, ¡RECIEN LLEGADOS! > NUEVOS PRODUCTOS";;;;;;;13,800.00;;0.02;0.00;0.00;0.00;4;78978;;SI;NO;"<div class=""otQkpb"" style=""color: #0a0a0a; font-family: 'Google Sans', Roboto, Arial, sans-serif; font-size: 20px; line-height: 28px; font-weight: 600; margin: 30px 0px 16px; background-color: #ffffff;"" role=""heading"" aria-level=""3"" data-animation-nesting="""" data-sfc-cp="""" data-processed=""true"" data-sae="""" data-complete=""true"">Caracter&iacute;sticas Principales<button class=""rBl3me"" style=""margin: 0px 6px 0px 0px; background: none 0% 0% / auto repeat scroll padding-box border-box #e9ebf0; border-radius: 10px; height: 20px; padding: 0px; width: 20px; outline: 0px; cursor: pointer; border: initial none initial;"" tabindex=""0"" data-amic=""true"" data-icl-uuid=""973413a3-c4f2-4c69-9661-68d469f94a3c"" aria-label=""Ver enlaces relacionados"" data-wiz-attrbind=""disabled=dNzLHd_p_C5gNJc;class=dNzLHd_p_UpSNec;"" data-ved=""2ahUKEwie9v-itJKRAxUoBrkGHfiAHG0Qye0OegQIAxAA""></button></div>
<ul class=""KsbFXc U6u95"" style=""margin: 16px 0px; padding: 0px; font-family: 'Google Sans', Roboto, Arial, sans-serif; font-size: 16px; line-height: 24px; padding-inline-start: 16px; color: #0a0a0a; background-color: #ffffff;"" data-processed=""true"" data-complete=""true"">
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQAA"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Neutralizaci&oacute;n Qu&iacute;mica</span>: Los productos Nilodor act&uacute;an capturando y neutralizando qu&iacute;micamente las mol&eacute;culas responsables del mal olor, transform&aacute;ndolas en compuestos inodoros. Posteriormente, liberan fragancias agradables que potencian la sensaci&oacute;n de frescura.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQAQ"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Altamente Concentrado</span>: Una sola gota del producto concentrado es suficiente para desodorizar un &aacute;rea cerrada de aproximadamente 25 metros c&uacute;bicos durante hasta 24 horas, lo que lo hace muy econ&oacute;mico y efectivo.</span></li>
<li style=""margin: 0px 0px 12px; padding: 0px; list-style: disc; padding-inline-start: 4px;"" data-hveid=""CAQQAg"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" style=""overflow-wrap: break-word;"" data-sfc-cp="""" data-complete=""true""><span class=""Yjhzub"" style=""font-weight: bold;"" data-complete=""true"">Seguro y Ecol&oacute;gico</span>: Est&aacute; formulado con compuestos de origen org&aacute;nico, no es t&oacute;xico, no contiene formaldeh&iacute;do ni otros agentes clorados, y es respetuoso con el medio ambiente.</span><span class=""uJ19be notranslate"" data-wiz-uids=""dNzLHd_12,dNzLHd_13,dNzLHd_14"" data-complete=""true""><span class=""vKEkVd"" style=""text-wrap-mode: nowrap; position: relative;"" data-animation-atomic="""" data-sae="""">&nbsp;</span></span></li>
</ul>";;;;;SI;;;;5,443.00
nortcrem-x-450gr-giys3;"NORTCREM X 450GR";"¡Promo Navidad!";;;;;;;18,100.00;;0.45;5.00;10.00;8.00;9;77700027;;SI;NO;"<p>Nortcrem<br />La crema de orde&ntilde;e, originariamente utilizada para cuidar la piel de las ubres durante el orde&ntilde;o, es ahora un producto popular por su alto poder hidratante, humectante y regenerador, ideal para pieles secas, agrietadas o da&ntilde;adas.</p>
<ul>
<li>Usos y Beneficios:<br />Hidrataci&oacute;n y Humectaci&oacute;n:<br />Restablece la barrera natural de la piel, evitando la p&eacute;rdida de humedad.<br />Regeneraci&oacute;n y Reparaci&oacute;n:<br />Ayuda a cicatrizar heridas, grietas y erosiones, mejorando la elasticidad de la piel.<br />Protecci&oacute;n:<br />Forma una barrera protectora contra agentes externos como el sol, el agua y el viento.</li>
</ul>";;;;;SI;;;;6,924.00
jaspe-gato-x-1kg-60rro;"JASPE GATO X 1KG";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Jaspe, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Royal Canin > Secos, ¡RECIEN LLEGADOS! > NUEVOS PRODUCTOS";Presentación;"1 kg";;;;;4,200.00;;1.00;30.00;20.00;7.00;903;900916;;SI;NO;"<p style=""box-sizing: inherit; line-height: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"" data-start=""425"" data-end=""780""><strong style=""box-sizing: inherit;"">Bolsa Jaspe Gato x 1kg</strong>&nbsp;es un alimento balanceado para gatos adultos, formulado para cubrir todas las necesidades nutricionales de tu felino. Su alta concentraci&oacute;n de prote&iacute;nas de calidad favorece el desarrollo muscular y la energ&iacute;a diaria, mientras que sus nutrientes esenciales mantienen una piel sana, pelaje brillante y digesti&oacute;n saludable.</p>
<p style=""box-sizing: inherit; line-height: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"" data-start=""782"" data-end=""1061"">Gracias a su combinaci&oacute;n de ingredientes naturales seleccionados, Jaspe Gato ofrece una nutrici&oacute;n completa y equilibrada que mejora el bienestar general y fortalece el sistema inmunol&oacute;gico. Adem&aacute;s, su sabor irresistible convierte cada comida en una experiencia deliciosa.</p>
<p style=""box-sizing: inherit; line-height: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">&nbsp;</p>
<ul style=""box-sizing: inherit; padding-left: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"" data-start=""1092"" data-end=""1313"">
<li style=""box-sizing: inherit; margin-bottom: 10px; line-height: 22px;"" data-start=""1092"" data-end=""1134"">
<p style=""box-sizing: inherit; line-height: 20px;"" data-start=""1094"" data-end=""1134"">Rico en prote&iacute;nas de alta calidad.&nbsp;</p>
<p style=""box-sizing: inherit; line-height: 20px;"">&nbsp;</p>
</li>
<li style=""box-sizing: inherit; margin-bottom: 10px; line-height: 22px;"" data-start=""1135"" data-end=""1173"">
<p style=""box-sizing: inherit; line-height: 20px;"" data-start=""1137"" data-end=""1173"">Favorece una digesti&oacute;n &oacute;ptima.</p>
</li>
<li style=""box-sizing: inherit; margin-bottom: 10px; line-height: 22px;"" data-start=""1174"" data-end=""1232"">
<p style=""box-sizing: inherit; line-height: 20px;"" data-start=""1176"" data-end=""1232"">Mejora la salud de la piel y el brillo del pelaje.</p>
</li>
<li style=""box-sizing: inherit; margin-bottom: 10px; line-height: 22px;"" data-start=""1233"" data-end=""1271"">
<p style=""box-sizing: inherit; line-height: 20px;"" data-start=""1235"" data-end=""1271"">Fortalece el sistema inmunol&oacute;gico.</p>
</li>
<li style=""box-sizing: inherit; margin-bottom: 10px; line-height: 22px;"" data-start=""1272"" data-end=""1313"">
<p style=""box-sizing: inherit; line-height: 20px;"" data-start=""1274"" data-end=""1313"">Ideal para gatos activos y exigentes.</p>
</li>
</ul>
<p><img src=""https://d1a9qnv764bsoo.cloudfront.net/stores/979/500/rte/Captura de pantalla 2025-11-26 093252.png"" alt="""" width=""509"" height=""230"" /></p>";;;;;SI;;;;
jaspe-premium-gatos-x-1-kg-fu77l;"JASPE PREMIUM GATOS X 1 KG";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Jaspe, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Royal Canin > Secos";Presentación;"1 kg";Etapa;Adulto;;;6,500.00;;1.00;0.00;0.00;0.00;341;900915;;SI;NO;"<p class="""" style=""box-sizing: inherit; line-height: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"" data-start=""1358"" data-end=""1492""><span style=""color: #e67e23;""><strong style=""box-sizing: inherit;"" data-start=""1358"" data-end=""1380"">Jaspe Premium Gato EN BOLSA DE 1KG</strong></span>&nbsp;es un alimento balanceado completo con 14 beneficios esenciales que cuidan cada aspecto de la salud de tu gato.</p>
<p class="""" style=""box-sizing: inherit; line-height: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"" data-start=""1494"" data-end=""2129"">?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1497"" data-end=""1512"">pH adecuado</strong>: ayuda a prevenir c&aacute;lculos urinarios<br style=""box-sizing: inherit;"" data-start=""1549"" data-end=""1552"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1555"" data-end=""1575"">Taurina esencial</strong>: visi&oacute;n, reproducci&oacute;n y bienestar general<br style=""box-sizing: inherit;"" data-start=""1617"" data-end=""1620"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1623"" data-end=""1660"">Prote&iacute;nas de alto valor biol&oacute;gico</strong>&nbsp;(con huevo en polvo)<br style=""box-sizing: inherit;"" data-start=""1681"" data-end=""1684"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1687"" data-end=""1707"">Salud intestinal</strong>: con MOS, FOS e inulina<br style=""box-sizing: inherit;"" data-start=""1731"" data-end=""1734"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1737"" data-end=""1759"">Omega 3 y 6 + zinc</strong>: piel sana y pelaje brillante<br style=""box-sizing: inherit;"" data-start=""1789"" data-end=""1792"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1795"" data-end=""1821"">Saborizaci&oacute;n reforzada</strong>: ideal para gatos exigentes<br style=""box-sizing: inherit;"" data-start=""1849"" data-end=""1852"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1855"" data-end=""1886"">Sin colorantes artificiales</strong><br style=""box-sizing: inherit;"" data-start=""1886"" data-end=""1889"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1892"" data-end=""1942"">Formulaci&oacute;n completa con vitaminas y minerales</strong><br style=""box-sizing: inherit;"" data-start=""1942"" data-end=""1945"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""1948"" data-end=""1972"">Salud osteoarticular</strong>: con glucosamina y minerales clave<br style=""box-sizing: inherit;"" data-start=""2007"" data-end=""2010"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""2013"" data-end=""2043"">Pulpa de remolacha y yucca</strong>: heces firmes y sin olor<br style=""box-sizing: inherit;"" data-start=""2068"" data-end=""2071"" />?&nbsp;<strong style=""box-sizing: inherit;"" data-start=""2074"" data-end=""2129"">Alta digestibilidad y mejor absorci&oacute;n de nutrientes</strong></p>
<p style=""box-sizing: inherit; line-height: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">&nbsp;</p>
<p class="""" style=""box-sizing: inherit; line-height: 20px; color: #0d1816; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"" data-start=""2131"" data-end=""2268"">? Ideal para gatos esterilizados, de interior o con paladar selectivo.</p>";;;;;SI;;;;
peluche-perro-p-gvcuq;"PELUCHE PERRO P+";"Perros > Accesorios > PETS PLUS, Gatos > Accesorios  > PETS PLUS, ¡RECIEN LLEGADOS! > NUEVOS PRODUCTOS, ¡RECIEN LLEGADOS! > VIRALES DE TIKTOK, ¡OFERTAS! > PROMOCIONES";;;;;;;11,000.00;;0.00;0.00;0.00;0.00;8;463721;;SI;NO;"<p>Este juguete con forma de perrito es perfecto para mimar o jugar. Est&aacute; hecho con tela resistente de textura tejida y patas con felpa suave, ideal para que tu mascota lo muerda, lo lleve y lo abrace sin lastimarse.</p>
<p>Es liviano, f&aacute;cil de agarrar y apto para cachorros y perros adultos.</p>
<p>?<strong> Material suave y resistente</strong></p>
<p><strong>? Ligero y f&aacute;cil de transportar</strong></p>
<p><strong>? Ideal para morder, buscar o dormir acompa&ntilde;ado</strong></p>
<p>&nbsp;</p>
<p>Dale a tu mascota lo mejor en juguetes de la m&aacute;s alta calidad para hacer sus momentos de juego a&uacute;n m&aacute;s especiales. Visita tu sucursal La Mascotera m&aacute;s cercana y encontr&aacute; todo lo que tu compa&ntilde;ero peludo se merece.</p>";;;;;SI;;;;
peluche-caniche-p-9rlz1;"PELUCHE CANICHE P+";"Perros > Accesorios > PETS PLUS, Gatos > Accesorios  > PETS PLUS, ¡RECIEN LLEGADOS! > NUEVOS PRODUCTOS, ¡RECIEN LLEGADOS! > VIRALES DE TIKTOK, ¡OFERTAS! > PROMOCIONES";;;;;;;11,000.00;;0.00;0.00;0.00;0.00;8;463722;;SI;NO;"<p>Este juguete con forma de perrito es perfecto para mimar o jugar. Est&aacute; hecho con tela resistente de textura tejida y patas con felpa suave, ideal para que tu mascota lo muerda, lo lleve y lo abrace sin lastimarse.</p>
<p>Es liviano, f&aacute;cil de agarrar y apto para cachorros y perros adultos.</p>
<p>?<strong>&nbsp;Material suave y resistente</strong></p>
<p><strong>? Ligero y f&aacute;cil de transportar</strong></p>
<p><strong>? Ideal para morder, buscar o dormir acompa&ntilde;ado</strong></p>
<p>&nbsp;</p>
<p>Dale a tu mascota lo mejor en juguetes de la m&aacute;s alta calidad para hacer sus momentos de juego a&uacute;n m&aacute;s especiales. Visita tu sucursal La Mascotera m&aacute;s cercana y encontr&aacute; todo lo que tu compa&ntilde;ero peludo se merece.</p>";;;;;SI;;;;
jaspe-premium-criadores-x-20-kg-3a7tu;"JASPE PREMIUM CRIADORES X 20 KG";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Jaspe, ¡OFERTAS! > PROMOCIONES";;;;;;;62,000.00;;20.00;0.00;0.00;0.00;65;900919;;SI;NO;"<p><strong>Jaspe Premium Perros Criadores</strong></p>
<p>Alimento balanceado completo con <strong>24% de prote&iacute;nas </strong>de alto valor biol&oacute;gico, formulado para promover un &oacute;ptimo desarrollo muscular, huesos fuertes y una piel saludable.<br data-start=""381"" data-end=""384"" />Contiene <strong>fibras funcionales (MOS y &beta;-glucanos)</strong> que mejoran la digesti&oacute;n y refuerzan el sistema inmunol&oacute;gico, junto con<strong> Omega 3 y 6</strong> que cuidan el sistema nervioso y el pelaje.<br data-start=""566"" data-end=""569"" data-is-only-node="""" />Su <strong>alta digestibilidad y extracto de yucca</strong> reducen el olor de las heces, mientras que su gran palatabilidad mejora el paso de la lactancia a la dieta s&oacute;lida de los cachorros</p>";;"JASPE ALIMENTO PERRO CRIADORES";"Jaspe Premium Perros Criadores: alimento balanceado con 24% de proteínas, Omega 3 y 6, fibras funcionales y alta digestibilidad para perros con desarrollo y salud óptimos.";;SI;;;;
